date,strategy,period,ls_ret,ls_ret_gross,ls_ret_pre_capeff,long_ret,short_pnl,long_turnover,short_turnover,avg_turnover,n_long,n_short,mkt_ret,tc_cost_monthly,borrow_cost_monthly,rebate_monthly,net_financing_monthly,rf_rate,avg_fscore_long,avg_fscore_short,nav,ret_1m,ret_3m,ret_6m,ret_12m,ret_24m,ret_36m,vol_12m,vol_36m,max_dd_6m,max_dd_12m,max_dd_36m,sharpe_12m,sharpe_36m,sortino_12m,sortino_36m,calmar_12m,calmar_36m,hit_rate_3m,hit_rate_6m,hit_rate_12m
2015-11-01,A_Value,oos,0.016165,0.026191,0.024247,-0.035915,0.060162,0.079422,0.059459,0.069441,554.0,555.0,-0.038162,0.000694,0.00125,0.0,-0.00125,0.0,6.283394,2.084685,1.062086,0.016165,0.007651,0.083517,0.062086,,,0.068954,,-0.024488,-0.024488,,0.986773,,2.014952,,2.773497,,0.666667,0.833333,0.636364
2015-12-01,A_Value,oos,0.085773,0.130599,0.12866,-0.064325,0.192986,0.088768,0.048913,0.068841,552.0,552.0,-0.084107,0.000688,0.00125,0.0,-0.00125,0.0001,6.302536,2.07971,1.153185,0.085773,0.076306,0.161376,0.153185,0.153185,,0.103629,,-0.024488,-0.024488,,1.429676,,4.530129,,6.255447,,0.666667,0.833333,0.666667
2016-01-01,A_Value,oos,0.031458,0.050649,0.047187,0.02227,0.024917,0.276051,0.166362,0.221207,547.0,547.0,0.004055,0.002212,0.00125,0.0,-0.00125,0.0001,6.526508,2.1883,1.189462,0.031458,0.138033,0.176774,0.219766,0.189462,,0.096647,,-0.024488,-0.024488,,2.115397,,8.224644,,8.974324,,1.0,0.833333,0.75
2016-02-01,A_Value,oos,-0.004628,-0.005214,-0.006942,0.076542,-0.083484,0.045956,0.049632,0.047794,544.0,544.0,0.076951,0.000478,0.00125,0.0,-0.00125,0.0002,6.509191,2.25,1.183958,-0.004628,0.114747,0.123277,0.200661,0.183958,,0.098958,,-0.024488,-0.024488,,1.902852,,7.634311,,8.194155,,0.666667,0.666667,0.666667
2016-03-01,A_Value,oos,-0.020024,-0.02832,-0.030036,0.034082,-0.064118,0.043876,0.04936,0.046618,547.0,547.0,0.037883,0.000466,0.00125,0.0,-0.00125,0.0002,6.482633,2.219378,1.16025,-0.020024,0.006126,0.0829,0.169212,0.16025,,0.10501,,-0.024559,-0.024559,,1.539171,,5.499566,,6.88997,,0.333333,0.5,0.583333
2016-04-01,A_Value,oos,0.00066,0.00276,0.00099,0.001602,-0.000612,0.063869,0.040146,0.052007,548.0,548.0,-0.000175,0.00052,0.00125,0.0,-0.00125,0.0001,6.405109,2.255474,1.161016,0.00066,-0.023915,0.110817,0.178673,0.161016,,0.103564,,-0.024559,-0.024559,,1.636942,,5.708338,,7.275187,,0.333333,0.666667,0.666667
2016-05-01,A_Value,oos,0.028381,0.044426,0.042572,0.003825,0.038747,0.065934,0.054945,0.06044,546.0,546.0,0.000711,0.000604,0.00125,0.0,-0.00125,0.0001,6.326007,2.238095,1.193967,0.028381,0.008454,0.124172,0.218059,0.193967,,0.102217,,-0.024559,-0.024559,,1.982571,,6.747723,,8.878918,,0.666667,0.666667,0.75
2016-06-01,A_Value,oos,-0.00624,-0.007572,-0.00936,0.056597,-0.065957,0.04918,0.058288,0.053734,549.0,549.0,0.049805,0.000537,0.00125,0.0,-0.00125,0.0002,6.306011,2.236794,1.186517,-0.00624,0.022639,0.028904,0.194945,0.186517,0.186517,0.104808,0.092703,-0.024559,-0.024559,-0.024559,1.747826,1.270962,6.157918,3.908663,7.937742,4.917455,0.666667,0.5,0.666667
2016-07-01,A_Value,oos,-0.008843,-0.007787,-0.013264,0.005556,-0.018819,0.456364,0.389091,0.422727,550.0,550.0,0.013905,0.004227,0.00125,0.0,-0.00125,0.0002,6.272727,2.252727,1.176025,-0.008843,0.012928,-0.011297,0.16348,0.176025,0.176025,0.107475,0.091311,-0.020024,-0.024559,-0.024559,1.45311,1.159653,5.281464,3.595587,6.65657,4.390674,0.333333,0.333333,0.583333
2016-08-01,A_Value,oos,-0.024101,-0.034249,-0.036152,0.011375,-0.047527,0.072595,0.058076,0.065336,551.0,551.0,0.014769,0.000653,0.00125,0.0,-0.00125,0.0002,6.088929,1.960073,1.147681,-0.024101,-0.038767,-0.03064,0.088859,0.147681,0.147681,0.108153,0.092476,-0.038767,-0.038767,-0.038767,0.824352,0.92989,2.598472,2.671882,2.292167,2.222469,0.0,0.333333,0.5
2016-09-01,A_Value,oos,0.058431,0.089962,0.087646,-0.022155,0.109801,0.056466,0.156648,0.106557,549.0,549.0,-0.044131,0.001066,0.00125,0.0,-0.00125,0.0002,6.284153,2.249545,1.214741,0.058431,0.023787,0.046965,0.133758,0.214741,0.214741,0.119472,0.09809,-0.038767,-0.038767,-0.038767,1.095676,1.174518,3.813296,3.629038,3.450353,3.032882,0.333333,0.5,0.5
2016-10-01,A_Value,oos,0.045247,0.069823,0.067871,0.101391,-0.03352,0.082117,0.058394,0.070255,548.0,548.0,0.059278,0.000703,0.00125,0.0,-0.00125,0.0002,6.30292,2.279197,1.269705,0.045247,0.079658,0.093615,0.214806,0.269705,0.269705,0.117176,0.099265,-0.038767,-0.038767,-0.038767,1.709875,1.3557,6.804096,4.298604,5.541015,3.588366,0.666667,0.5,0.583333
2016-11-01,A_Value,oos,0.04803,0.073989,0.072045,0.034558,0.037488,0.074818,0.063869,0.069343,548.0,548.0,0.017056,0.000693,0.00125,0.0,-0.00125,0.0001,6.266423,2.29562,1.330689,0.04803,0.159458,0.11451,0.252901,0.330689,0.330689,0.121233,0.100547,-0.032731,-0.038767,-0.038767,1.914315,1.529,7.882187,4.980495,6.523683,4.146399,1.0,0.5,0.583333
2016-12-01,A_Value,oos,-0.02048,-0.028771,-0.03072,0.017975,-0.048694,0.069091,0.088929,0.07901,550.0,551.0,0.022603,0.00079,0.00125,9.2e-05,-0.001158,0.0003,6.327273,2.3049,1.303436,-0.02048,0.073016,0.09854,0.130292,0.303436,0.303436,0.103083,0.101129,-0.024101,-0.038767,-0.038767,1.219078,1.353618,3.872811,4.270565,3.360949,3.654733,0.666667,0.5,0.5
2017-01-01,A_Value,oos,-0.020622,-0.027502,-0.030933,0.013293,-0.044226,0.273551,0.201087,0.237319,552.0,552.0,0.016733,0.002373,0.00125,0.000192,-0.001058,0.0004,6.394928,2.188406,1.276557,-0.020622,0.005397,0.085484,0.073222,0.309079,0.276557,0.104762,0.10147,-0.04068,-0.04068,-0.04068,0.699783,1.195134,2.146491,3.673117,1.799959,3.056668,0.333333,0.5,0.416667
2017-02-01,A_Value,oos,-0.014024,-0.019463,-0.021036,0.00493,-0.025967,0.048825,0.05425,0.051537,553.0,553.0,0.006617,0.000515,0.00125,0.000192,-0.001058,0.0004,6.481013,2.18264,1.258654,-0.014024,-0.054133,0.096693,0.06309,0.276411,0.258654,0.106243,0.100775,-0.054133,-0.054133,-0.054133,0.599618,1.090742,1.860254,3.355525,1.165461,2.06924,0.0,0.5,0.416667
2017-03-01,A_Value,oos,0.016882,0.026835,0.025322,0.000163,0.025159,0.04,0.030853,0.035426,550.0,551.0,0.003292,0.000354,0.00125,9.2e-05,-0.001158,0.0003,6.503636,2.23412,1.279902,0.016882,-0.018056,0.053642,0.103126,0.289788,0.279902,0.102916,0.098948,-0.054133,-0.054133,-0.054133,0.975928,1.144222,3.005505,3.487643,1.905035,2.141427,0.333333,0.5,0.5
2017-04-01,A_Value,oos,0.019958,0.031505,0.029937,-0.025249,0.055186,0.058288,0.063752,0.06102,549.0,549.0,-0.014807,0.00061,0.00125,0.000292,-0.000958,0.0005,6.45173,2.284153,1.305446,0.019958,0.022631,0.028149,0.1244,0.325299,0.305446,0.103099,0.097336,-0.054133,-0.054133,-0.054133,1.157341,1.207436,3.569967,3.653617,2.29802,2.235476,0.666667,0.5,0.5
2017-05-01,A_Value,oos,-0.010871,-0.014958,-0.016307,0.030214,-0.046521,0.041818,0.056364,0.049091,550.0,550.0,0.022964,0.000491,0.00125,0.000392,-0.000858,0.0006,6.349091,2.247273,1.291254,-0.010871,0.025901,-0.029635,0.081482,0.317309,0.291254,0.103027,0.096515,-0.034357,-0.054133,-0.054133,0.772719,1.126102,2.459074,3.424876,1.505206,2.060976,0.666667,0.333333,0.416667
2017-06-01,A_Value,oos,0.01104,0.019437,0.01656,0.006302,0.010259,0.316364,0.087273,0.201818,550.0,550.0,0.007777,0.002018,0.00125,0.000392,-0.000858,0.0006,6.329091,2.325455,1.30551,0.01104,0.020007,0.001591,0.100287,0.314782,0.30551,0.102059,0.094843,-0.014024,-0.054133,-0.054133,0.94502,1.151769,2.876291,3.471315,1.852595,2.078769,0.666667,0.5,0.5
2017-07-01,A_Value,oos,-0.006407,-0.00455,-0.009611,-0.017728,0.008118,0.528986,0.331522,0.430254,552.0,552.0,-0.01142,0.004303,0.00125,0.000492,-0.000758,0.0007,6.405797,2.240942,1.297145,-0.006407,-0.006359,0.016128,0.102991,0.283308,0.297145,0.101639,0.093759,-0.010871,-0.054133,-0.054133,0.967117,1.097804,2.932444,3.327675,1.902541,1.957298,0.333333,0.5,0.5
2017-08-01,A_Value,oos,-0.018017,-0.025632,-0.027025,0.055006,-0.082031,0.07078,0.096189,0.083485,551.0,551.0,0.049006,0.000835,0.00125,0.000692,-0.000558,0.0009,6.083485,1.938294,1.273775,-0.018017,-0.013536,0.012014,0.109868,0.20849,0.273775,0.099667,0.093682,-0.024308,-0.054133,-0.054133,1.037725,0.987988,3.337036,2.9535,2.029584,1.754722,0.333333,0.5,0.5
2017-09-01,A_Value,oos,0.029706,0.046448,0.044558,0.012925,0.031634,0.125,0.141304,0.133152,552.0,552.0,-9e-05,0.001332,0.00125,0.000692,-0.000558,0.0009,6.293478,2.257246,1.311613,0.029706,0.004675,0.024776,0.079747,0.224172,0.311613,0.087559,0.093136,-0.024308,-0.054133,-0.054133,0.848318,1.076591,2.392565,3.219802,1.473158,1.915048,0.333333,0.5,0.5
2017-10-01,A_Value,oos,0.008416,0.013845,0.012624,0.026592,-0.013968,0.076225,0.056159,0.066192,551.0,552.0,0.019902,0.000662,0.00125,0.000692,-0.000558,0.0009,6.348457,2.29529,1.322652,0.008416,0.019664,0.01318,0.0417,0.265464,0.322652,0.07698,0.091714,-0.024308,-0.054133,-0.054133,0.479822,1.08999,1.187923,3.233123,0.770329,1.916207,0.666667,0.5,0.5
