date,strategy,ls_ret,ls_ret_gross,long_ret,short_ret,long_turnover,short_turnover,avg_turnover,n_long,n_short,mkt_ret,avg_fscore_long,avg_fscore_short,nav,ret_1m,ret_3m,ret_6m,ret_12m,ret_24m,ret_36m,vol_12m,vol_36m,max_dd_6m,max_dd_12m,max_dd_36m,sharpe_12m,sharpe_36m,sortino_12m,sortino_36m,calmar_12m,calmar_36m,hit_rate_3m,hit_rate_6m,hit_rate_12m
2009-02-01,A_Value,-0.004086,-0.001569,0.095049,0.099135,0.246781,0.256705,0.251743,466.0,522.0,0.088829,6.101533,4.162835,1.20416,-0.004086,-0.142584,-0.062819,0.039437,-0.012395,0.191259,0.180389,0.128094,-0.14576,-0.14576,-0.14576,0.231282,0.255347,0.361019,0.429198,0.270559,0.412131,0.0,0.333333,0.5
2009-03-01,A_Value,0.065816,0.066634,0.246567,0.180751,0.057447,0.106061,0.081754,470.0,528.0,0.183332,6.104364,4.070076,1.283414,0.065816,0.034633,-0.06869,0.10143,0.060853,0.220749,0.190561,0.131296,-0.14576,-0.14576,-0.14576,0.542709,0.322367,0.896779,0.557586,0.695873,0.471655,0.333333,0.333333,0.5
2009-04-01,A_Value,-0.025381,-0.022671,0.082615,0.107996,0.289683,0.252319,0.271001,504.0,539.0,0.08764,6.179963,3.649351,1.250839,-0.025381,0.03452,-0.112645,0.086623,0.007817,0.123926,0.192654,0.128748,-0.142584,-0.14576,-0.14576,0.47701,0.120568,0.792969,0.204172,0.594287,0.272442,0.333333,0.166667,0.5
2009-05-01,A_Value,-0.011717,-0.010362,0.019803,0.03152,0.164683,0.106422,0.135552,504.0,545.0,0.018671,5.994495,3.614679,1.236183,-0.011717,0.026593,-0.119783,0.094341,-0.022274,0.072555,0.191709,0.127649,-0.036801,-0.14576,-0.14576,0.526126,0.009203,0.869181,0.01553,0.647238,0.162066,0.333333,0.166667,0.5
2009-06-01,A_Value,0.019577,0.020001,0.103732,0.084155,0.027723,0.057196,0.042459,505.0,542.0,0.087054,6.04428,3.645756,1.260383,0.019577,-0.017945,0.016067,0.106659,-0.002757,0.032165,0.191997,0.123569,-0.036801,-0.14576,-0.14576,0.593224,-0.087322,0.981603,-0.14307,0.731748,0.072781,0.333333,0.333333,0.5
2009-07-01,A_Value,0.01269,0.018767,0.047339,0.034649,0.589852,0.625461,0.607657,473.0,542.0,0.040266,6.001845,3.907749,1.276378,0.01269,0.020417,0.055642,0.083348,0.065408,0.057851,0.190183,0.12347,-0.036801,-0.14576,-0.14576,0.490525,-0.010719,0.804573,-0.017474,0.571822,0.129826,0.666667,0.5,0.5
2009-08-01,A_Value,0.013288,0.014556,0.080688,0.0674,0.136564,0.117002,0.126783,454.0,547.0,0.065813,5.515539,3.627057,1.293338,0.013288,0.046235,0.074058,0.006587,0.096711,0.041949,0.168042,0.122649,-0.036801,-0.14576,-0.14576,0.099291,-0.041504,0.144107,-0.067329,0.04519,0.094621,1.0,0.666667,0.5
2009-09-01,A_Value,0.027608,0.028629,-0.058304,-0.085912,0.122622,0.081522,0.102072,473.0,552.0,-0.054347,5.748188,3.827899,1.329044,0.027608,0.054476,0.035554,-0.035578,0.117095,0.082548,0.152672,0.123299,-0.011717,-0.14576,-0.14576,-0.176707,0.073103,-0.233804,0.118796,-0.24409,0.183808,1.0,0.666667,0.5
2009-10-01,A_Value,-0.007163,-0.005922,0.017578,0.024741,0.129512,0.11883,0.124171,471.0,547.0,0.02834,5.817185,3.917733,1.319524,-0.007163,0.033804,0.054911,-0.06392,0.144467,0.087929,0.150246,0.123128,-0.007163,-0.142584,-0.14576,-0.374371,0.097575,-0.491422,0.158156,-0.448296,0.19546,0.666667,0.666667,0.416667
2009-11-01,A_Value,0.01526,0.016278,0.068018,0.052758,0.117521,0.086081,0.101801,468.0,546.0,0.056898,5.858974,4.053114,1.33966,0.01526,0.035816,0.083707,-0.046102,0.180085,0.095494,0.151559,0.123298,-0.007163,-0.036801,-0.14576,-0.24387,0.127521,-0.321442,0.207136,-1.252738,0.211778,0.666667,0.833333,0.5
2009-12-01,A_Value,0.000777,0.001431,-0.020229,-0.021007,0.059448,0.071168,0.065308,471.0,548.0,-0.016081,5.881387,4.018248,1.340701,0.000777,0.008771,0.063725,0.080816,0.204896,0.112679,0.08729,0.122853,-0.007163,-0.036801,-0.14576,0.923662,0.18041,2.389639,0.291056,2.196003,0.248568,0.666667,0.833333,0.583333
