date,strategy,ls_ret,ls_ret_gross,long_ret,short_ret,long_turnover,short_turnover,avg_turnover,n_long,n_short,mkt_ret,avg_fscore_long,avg_fscore_short,nav,ret_1m,ret_3m,ret_6m,ret_12m,ret_24m,ret_36m,vol_12m,vol_36m,max_dd_6m,max_dd_12m,max_dd_36m,sharpe_12m,sharpe_36m,sortino_12m,sortino_36m,calmar_12m,calmar_36m,hit_rate_3m,hit_rate_6m,hit_rate_12m
2019-11-01,A_Value,0.008678,0.00966,0.057728,0.04905,0.105263,0.091075,0.098169,475.0,549.0,0.040412,5.866788,2.686703,2.698124,0.008678,-0.024343,0.078167,-0.027359,0.071989,0.080253,0.134625,0.119832,-0.04085,-0.08399,-0.126342,-0.305022,0.145239,-0.523789,0.278913,-0.325736,0.20631,0.666667,0.666667,0.5
2019-12-01,A_Value,-0.052259,-0.046724,-0.055967,-0.003708,0.177215,0.929718,0.553466,474.0,1807.0,-0.024183,5.726449,0.630327,2.557123,-0.052259,-0.083085,-0.02271,-0.033501,0.034166,0.045495,0.136918,0.123279,-0.083085,-0.083085,-0.126342,-0.340706,0.05289,-0.575939,0.098151,-0.403216,0.118255,0.333333,0.5,0.5
2020-01-01,A_Value,-0.033853,-0.032429,-0.09751,-0.063657,0.17119,0.113533,0.142361,479.0,1973.0,-0.078946,5.848375,0.732387,2.470558,-0.033853,-0.076396,-0.049161,-0.054631,0.005047,0.038956,0.140323,0.123829,-0.114125,-0.114125,-0.126342,-0.48111,0.033839,-0.817006,0.062532,-0.478691,0.101472,0.333333,0.5,0.5
2020-02-01,A_Value,-0.101933,-0.101295,-0.299658,-0.197725,0.086066,0.041459,0.063762,488.0,2002.0,-0.22666,6.067029,0.752747,2.218727,-0.101933,-0.177678,-0.197696,-0.113133,-0.115739,-0.048265,0.167963,0.137092,-0.204424,-0.204424,-0.204424,-0.752677,-0.171423,-1.089738,-0.278853,-0.553423,-0.080002,0.0,0.333333,0.5
2020-03-01,A_Value,0.098777,0.099458,0.211944,0.113167,0.112705,0.0235,0.068103,488.0,1617.0,0.153033,6.164486,0.076067,2.437886,0.098777,-0.046629,-0.12584,-0.047766,-0.015433,0.016952,0.197992,0.147806,-0.177678,-0.204424,-0.204424,-0.252385,-0.002171,-0.431701,-0.003806,-0.233662,0.027488,0.333333,0.333333,0.5
2020-04-01,A_Value,-0.034026,-0.028932,0.061898,0.095925,0.088889,0.929889,0.509389,495.0,542.0,0.058147,6.158672,3.119926,2.354934,-0.034026,-0.046801,-0.119621,-0.028309,-0.002235,-0.047091,0.193471,0.148109,-0.177678,-0.204424,-0.204424,-0.147733,-0.147309,-0.255808,-0.258654,-0.138483,-0.078024,0.333333,0.333333,0.5
2020-05-01,A_Value,-0.010029,-0.009154,0.059725,0.069753,0.063265,0.111722,0.087493,490.0,546.0,0.04678,5.957875,3.098901,2.331317,-0.010029,0.050745,-0.135949,-0.068409,-0.010299,-0.040359,0.190075,0.147897,-0.132335,-0.204424,-0.204424,-0.364484,-0.13072,-0.630782,-0.228884,-0.334641,-0.066714,0.333333,0.166667,0.416667
2020-06-01,A_Value,0.007578,0.012269,0.045523,0.037945,0.092975,0.84518,0.469078,484.0,2054.0,0.032666,5.872495,0.758033,2.348983,0.007578,-0.036467,-0.081396,-0.102258,-0.031989,-0.051034,0.182814,0.147538,-0.101933,-0.204424,-0.204424,-0.577172,-0.155555,-0.962004,-0.271688,-0.500224,-0.084674,0.333333,0.333333,0.416667
2020-07-01,A_Value,0.047557,0.049663,0.075333,0.027776,0.304878,0.116367,0.210623,492.0,2114.0,0.039397,5.850719,0.775781,2.460694,0.047557,0.04491,-0.003993,-0.052957,0.067315,0.002618,0.190992,0.150034,-0.043714,-0.204424,-0.204424,-0.256802,-0.026923,-0.4411,-0.047597,-0.259056,0.004265,0.666667,0.5,0.5
2020-08-01,A_Value,-0.017194,-0.0145,-0.038551,-0.021357,0.117647,0.421147,0.269397,476.0,558.0,-0.030871,5.65233,2.865591,2.418384,-0.017194,0.037347,0.089987,-0.125499,0.04425,0.012476,0.176421,0.149528,-0.043714,-0.204424,-0.204424,-0.730286,-0.003898,-1.18848,-0.006884,-0.613914,0.020259,0.666667,0.5,0.416667
2020-09-01,A_Value,0.040858,0.041803,0.016504,-0.024353,0.096,0.093023,0.094512,500.0,559.0,0.001373,5.867621,3.093023,2.517194,0.040858,0.07161,0.032531,-0.097402,0.016725,0.009423,0.182958,0.14923,-0.017194,-0.177678,-0.204424,-0.517413,-0.009147,-0.874545,-0.016131,-0.548197,0.015317,0.666667,0.5,0.416667
2020-10-01,A_Value,0.024113,0.025171,0.209605,0.185492,0.082164,0.129433,0.105798,499.0,564.0,0.179571,5.859929,3.179078,2.577892,0.024113,0.047628,0.094677,-0.03627,-0.002715,0.020973,0.181461,0.149682,-0.017194,-0.177678,-0.204424,-0.157315,0.01845,-0.261851,0.032648,-0.204132,0.033962,0.666667,0.666667,0.5
2020-11-01,A_Value,0.009799,0.01089,0.08266,0.072861,0.104294,0.11399,0.109142,489.0,579.0,0.069683,5.549223,3.100173,2.603153,0.009799,0.076402,0.116602,-0.035199,-0.061595,0.034256,0.181535,0.149731,-0.017194,-0.132335,-0.204424,-0.145,0.048847,-0.241543,0.086236,-0.265986,0.055231,1.0,0.833333,0.5
2020-12-01,A_Value,-0.086637,-0.085767,0.055457,0.142095,0.075203,0.098976,0.08709,492.0,586.0,0.06324,5.535836,3.158703,2.377622,-0.086637,-0.055447,0.012192,-0.070196,-0.101346,-0.038429,0.19475,0.157888,-0.086637,-0.101933,-0.204424,-0.305232,-0.097767,-0.479397,-0.164183,-0.688656,-0.063482,0.666667,0.666667,0.5
2021-01-01,A_Value,0.031158,0.038289,0.089838,0.058681,0.976364,0.449833,0.713098,550.0,598.0,0.070928,6.0301,2.849498,2.451703,0.031158,-0.04895,-0.003654,-0.007632,-0.061845,-0.002623,0.194942,0.158866,-0.086637,-0.086637,-0.204424,0.03498,-0.01713,0.05431,-0.028842,-0.088087,-0.004281,0.666667,0.666667,0.583333
2021-02-01,A_Value,0.130178,0.130891,0.065967,-0.064211,0.106457,0.036125,0.071291,573.0,609.0,0.008138,6.199013,2.935961,2.770862,0.130178,0.064425,0.145749,0.248852,0.107565,0.104311,0.199584,0.175259,-0.086637,-0.086637,-0.204424,1.205774,0.1944,2.699589,0.361683,2.872336,0.164495,0.666667,0.833333,0.666667
2021-03-01,A_Value,0.059829,0.060354,0.040491,-0.019338,0.074138,0.030995,0.052567,580.0,613.0,0.011817,6.253268,2.96248,2.936639,0.059829,0.235116,0.166632,0.204584,0.147046,0.185993,0.186203,0.177856,-0.086637,-0.086637,-0.204424,1.086484,0.330185,2.27522,0.619951,2.361383,0.286208,1.0,0.833333,0.666667
2021-04-01,A_Value,0.059232,0.060159,0.037483,-0.021748,0.122924,0.0625,0.092712,602.0,624.0,0.011789,6.415064,3.05609,3.110581,0.059232,0.268743,0.206637,0.320878,0.283485,0.317926,0.181659,0.177594,-0.086637,-0.086637,-0.204424,1.626469,0.531635,3.422735,1.009319,3.703689,0.471502,1.0,0.833333,0.75
2021-05-01,A_Value,-0.018058,-0.008126,0.013838,0.031897,0.998221,0.988215,0.993218,562.0,2885.0,0.020994,5.935636,0.477296,3.054408,-0.018058,0.102332,0.17335,0.310165,0.220538,0.296671,0.183502,0.178176,-0.018058,-0.086637,-0.204424,1.567166,0.502659,3.314637,0.96062,3.580028,0.442514,0.666667,0.666667,0.75
2021-06-01,A_Value,0.015739,0.016154,-0.033021,-0.04876,0.038869,0.044191,0.04153,566.0,2987.0,-0.040711,5.934985,0.471041,3.102482,0.015739,0.056474,0.304868,0.320777,0.185717,0.278527,0.182884,0.17777,-0.018058,-0.086637,-0.204424,1.617673,0.479369,3.409813,0.914195,3.702517,0.417515,0.666667,0.833333,0.75
2021-07-01,A_Value,-0.000935,0.000839,0.01389,0.014824,0.258528,0.096191,0.177359,557.0,3098.0,0.017013,5.935385,0.5,3.099582,-0.000935,-0.003536,0.264257,0.259638,0.19293,0.34443,0.182706,0.174508,-0.018058,-0.086637,-0.204424,1.354492,0.584937,2.856076,1.116089,2.996828,0.507216,0.333333,0.666667,0.666667
2021-08-01,A_Value,0.003731,0.004265,-0.029448,-0.033179,0.049702,0.05716,0.053431,503.0,3254.0,-0.031278,5.438543,0.485249,3.111145,0.003731,0.018575,0.122808,0.286456,0.125007,0.343382,0.179138,0.174516,-0.018058,-0.086637,-0.204424,1.498916,0.586523,3.09176,1.119062,3.30638,0.505813,0.666667,0.666667,0.75
2021-09-01,A_Value,0.023422,0.02398,0.035562,0.01214,0.083643,0.027803,0.055723,538.0,3309.0,0.021395,5.679274,0.502267,3.184016,0.023422,0.02628,0.084238,0.264907,0.141702,0.286062,0.178025,0.171131,-0.018058,-0.086637,-0.204424,1.41087,0.512029,2.892223,0.958617,3.05765,0.427926,0.666667,0.666667,0.75
2021-10-01,A_Value,0.037175,0.037563,-0.021077,-0.058252,0.041121,0.036466,0.038794,535.0,3373.0,-0.052431,5.618619,0.506374,3.302383,0.037175,0.065428,0.061661,0.28104,0.234577,0.277562,0.178755,0.170681,-0.000935,-0.086637,-0.204424,1.478691,0.503266,3.043723,0.940429,3.243865,0.41618,1.0,0.666667,0.75
2021-11-01,A_Value,0.068059,0.068653,0.038597,-0.029461,0.076923,0.041847,0.059385,533.0,3465.0,-0.00594,5.613772,0.532468,3.52714,0.068059,0.133711,0.15477,0.354949,0.307256,0.271492,0.18382,0.170037,-0.000935,-0.018058,-0.204424,1.755376,0.498047,3.715469,0.92843,19.655544,0.407759,1.0,0.833333,0.75
2021-12-01,A_Value,0.019408,0.019734,-0.071246,-0.090655,0.024299,0.040868,0.032584,535.0,3548.0,-0.075509,5.638806,0.546505,3.595596,0.019408,0.129264,0.158942,0.512265,0.40611,0.359003,0.136983,0.167075,0.0,-0.018058,-0.204424,3.130291,0.641136,23.827513,1.194623,28.367024,0.526654,1.0,0.833333,0.833333
2022-01-01,A_Value,0.04421,0.05421,0.005987,-0.038223,1.0,1.0,1.0,543.0,579.0,-0.006715,5.842832,1.899827,3.754557,0.04421,0.136924,0.211311,0.531408,0.519721,0.436697,0.137128,0.167713,0.0,-0.018058,-0.204424,3.222138,0.754729,24.552743,1.405308,29.427039,0.628004,1.0,1.0,0.833333
2022-02-01,A_Value,0.003548,0.005009,0.013252,0.009704,0.203636,0.088542,0.146089,550.0,576.0,0.009901,5.9375,1.897569,3.767877,0.003548,0.068253,0.21109,0.359821,0.698216,0.506091,0.095128,0.164712,0.0,-0.018058,-0.204424,3.313771,0.865927,17.516769,1.608647,19.92534,0.715481,1.0,1.0,0.833333
2022-03-01,A_Value,0.14235,0.143912,-0.054262,-0.196613,0.209854,0.102431,0.156142,548.0,576.0,-0.097721,5.907986,1.998264,4.304236,0.14235,0.197086,0.351826,0.465701,0.765561,0.681227,0.147985,0.180922,0.0,-0.018058,-0.204424,2.687799,1.010017,22.101915,2.061654,25.78851,0.924908,1.0,1.0,0.833333
2022-04-01,A_Value,0.10942,0.111025,0.028222,-0.081197,0.204082,0.117021,0.160551,539.0,564.0,-0.01479,5.842199,1.934397,4.775204,0.10942,0.271842,0.445987,0.535149,1.027744,0.97034,0.165147,0.183959,0.0,-0.000935,-0.204424,2.712349,1.292034,24.890512,2.785704,572.480085,1.24086,1.0,1.0,0.833333
2022-05-01,A_Value,-0.038035,-0.036192,-0.087425,-0.04939,0.214286,0.154399,0.184342,532.0,557.0,-0.074597,5.872531,2.048474,4.593578,-0.038035,0.219142,0.302352,0.503918,0.970379,0.835588,0.173457,0.186846,-0.038035,-0.038035,-0.204424,2.46358,1.14964,11.178167,2.485542,13.248754,1.097741,0.666667,0.833333,0.833333
2022-06-01,A_Value,-0.019652,-0.009817,0.072593,0.092244,0.972222,0.9947,0.983461,108.0,566.0,0.073966,3.05425,5.222615,4.503307,-0.019652,0.04625,0.252451,0.451517,0.91713,0.721088,0.181326,0.187388,-0.056939,-0.056939,-0.204424,2.156338,1.032341,9.418872,2.24477,7.929797,0.97052,0.333333,0.666667,0.75
2022-07-01,A_Value,-0.071191,-0.061191,-0.029054,0.042136,1.0,1.0,1.0,525.0,564.0,-0.010384,5.904255,1.886525,4.182714,-0.071191,-0.124076,0.114036,0.349444,0.699811,0.609793,0.207303,0.193717,-0.124076,-0.124076,-0.204424,1.541789,0.89056,4.087286,1.863458,2.816366,0.841331,0.0,0.5,0.75
2022-08-01,A_Value,0.000658,0.010658,-0.093208,-0.093866,1.0,1.0,1.0,111.0,562.0,-0.105411,3.130199,5.247331,4.185468,0.000658,-0.088844,0.110829,0.345314,0.730688,0.513488,0.207699,0.191612,-0.124076,-0.124076,-0.204424,1.513094,0.788747,4.033069,1.634978,2.783078,0.724646,0.333333,0.5,0.75
2022-09-01,A_Value,0.050898,0.058604,0.083429,0.032531,0.873239,0.667883,0.770561,426.0,548.0,0.06335,5.268248,2.09854,4.3985,0.050898,-0.023273,0.0219,0.381432,0.747382,0.577183,0.209052,0.192827,-0.124076,-0.124076,-0.177678,1.626494,0.857221,4.359825,1.787062,3.074168,0.923136,0.666667,0.5,0.75
2022-10-01,A_Value,0.036545,0.040351,0.053274,0.016729,0.187661,0.573529,0.380595,389.0,544.0,0.025001,5.023897,4.685662,4.559242,0.036545,0.09002,-0.045226,0.380592,0.768593,0.704447,0.209025,0.190412,-0.089443,-0.124076,-0.177678,1.613393,1.002601,4.322383,2.086777,3.067399,1.094807,1.0,0.5,0.75
2022-11-01,A_Value,0.026645,0.03571,-0.048253,-0.074898,0.967677,0.845438,0.906557,495.0,537.0,-0.05117,5.824953,2.13594,4.680722,0.026645,0.118327,0.018971,0.327059,0.798098,0.734806,0.204607,0.190446,-0.071191,-0.124076,-0.132335,1.433216,1.031096,3.756222,2.1459,2.635949,1.523211,1.0,0.666667,0.75
2022-12-01,A_Value,-0.025319,-0.021605,0.135915,0.161234,0.5138,0.229008,0.371404,471.0,524.0,0.115987,5.69084,2.072519,4.562213,-0.025319,0.03722,0.013081,0.268834,0.918813,0.784119,0.21083,0.187709,-0.025319,-0.124076,-0.124076,1.161044,1.089799,3.110295,2.303355,2.166679,1.715496,0.666667,0.666667,0.666667
2023-01-01,A_Value,0.050484,0.05465,-0.040653,-0.091137,0.593381,0.2397,0.41654,423.0,534.0,-0.03683,5.283302,2.166667,4.792533,0.050484,0.051169,0.145795,0.276457,0.954777,0.939859,0.211653,0.186089,-0.025319,-0.124076,-0.124076,1.172162,1.247523,3.145357,2.631331,2.228123,1.992026,0.666667,0.833333,0.666667
2023-02-01,A_Value,0.00213,0.005976,-0.050754,-0.052884,0.200913,0.568182,0.384548,438.0,528.0,-0.050069,5.367424,3.863636,4.802741,0.00213,0.026068,0.14748,0.274654,0.733302,1.164638,0.211794,0.171876,-0.025319,-0.124076,-0.124076,1.146878,1.547776,3.093232,3.807043,2.213591,2.366166,0.666667,0.833333,0.666667
2023-03-01,A_Value,-0.026223,-0.018972,-0.026563,-0.00034,0.784783,0.66537,0.725076,460.0,514.0,-0.017207,5.608949,2.184825,4.676799,-0.026223,0.025116,0.063271,0.086557,0.592569,0.918383,0.170405,0.168052,-0.026223,-0.124076,-0.124076,0.421367,1.327677,0.909949,3.165116,0.697613,1.954796,0.666667,0.666667,0.583333
2023-04-01,A_Value,-0.080937,-0.078221,-0.04986,0.031076,0.38013,0.163065,0.271597,463.0,509.0,-0.009055,5.713163,2.039293,4.298275,-0.080937,-0.103131,-0.057239,-0.099876,0.381824,0.825221,0.152198,0.175193,-0.105037,-0.105037,-0.124076,-0.805851,1.174279,-1.194779,2.53372,-0.950865,1.789991,0.333333,0.5,0.5
2023-05-01,A_Value,0.064458,0.066592,0.084054,0.019595,0.271579,0.155206,0.213393,475.0,509.0,0.062538,5.791749,2.108055,4.575335,0.064458,-0.047349,-0.022515,-0.003972,0.497945,0.962554,0.164058,0.176371,-0.105037,-0.105037,-0.124076,-0.139646,1.301165,-0.221339,2.814079,-0.037811,2.031074,0.333333,0.5,0.583333
2023-06-01,A_Value,0.064817,0.069075,0.091045,0.026227,0.482684,0.368932,0.425808,462.0,515.0,0.049851,5.912451,2.691262,4.871895,0.064817,0.041716,0.06788,0.081848,0.570322,1.074044,0.174063,0.178061,-0.105037,-0.105037,-0.124076,0.336478,1.389979,0.555485,3.030799,0.779233,2.218644,0.666667,0.666667,0.666667
2023-07-01,A_Value,0.094372,0.097346,-0.03789,-0.132262,0.439189,0.155642,0.297416,444.0,514.0,-0.060583,5.671206,2.126459,5.331666,0.094372,0.24042,0.112494,0.274691,0.720124,1.166733,0.170864,0.182388,-0.105037,-0.105037,-0.124076,1.291579,1.438386,2.50484,3.203134,2.615177,2.369529,1.0,0.666667,0.75
2023-08-01,A_Value,0.062336,0.067157,-0.054439,-0.116775,0.728111,0.236111,0.482111,434.0,504.0,-0.061639,5.553571,2.43254,5.664018,0.062336,0.237946,0.17933,0.353258,0.820557,1.342067,0.173747,0.182155,-0.080937,-0.105037,-0.124076,1.611637,1.578722,3.170717,3.501623,3.363174,2.643576,1.0,0.666667,0.75
2023-09-01,A_Value,0.092327,0.09876,-0.04598,-0.138308,1.0,0.286573,0.643287,466.0,499.0,-0.070538,5.88755,2.208417,6.186962,0.092327,0.269929,0.322905,0.406607,0.943132,1.457881,0.184643,0.18605,0.0,-0.105037,-0.124076,1.732824,1.633782,3.613941,3.693312,3.871083,2.817166,1.0,0.833333,0.75
2023-10-01,A_Value,0.029003,0.031334,0.092085,0.063082,0.247845,0.218367,0.233106,464.0,490.0,0.084856,5.863265,2.126531,6.366405,0.029003,0.194074,0.481154,0.396374,0.927822,1.469617,0.184511,0.186048,0.0,-0.105037,-0.124076,1.680405,1.634308,3.501044,3.694488,3.773652,2.83445,1.0,1.0,0.75
2023-11-01,A_Value,-0.051065,-0.04918,0.103152,0.154217,0.223195,0.153689,0.188442,457.0,488.0,0.102668,5.866803,2.20082,6.041306,-0.051065,0.066611,0.320407,0.290678,0.712806,1.320765,0.201417,0.191203,-0.051065,-0.105037,-0.124076,1.141582,1.473012,2.365742,3.282428,2.767384,2.611027,0.666667,0.833333,0.666667
2023-12-01,A_Value,0.038145,0.040675,-0.016895,-0.05504,0.263274,0.242857,0.253066,452.0,490.0,-0.032409,5.844898,2.244898,6.271749,0.038145,0.013704,0.287333,0.374716,0.744287,1.637824,0.194683,0.179407,-0.051065,-0.105037,-0.124076,1.502159,1.790501,2.999505,4.363824,3.567468,3.076371,0.666667,0.833333,0.75
2024-01-01,A_Value,-0.085352,-0.082905,0.01793,0.103282,0.246606,0.242798,0.244702,442.0,486.0,0.039758,5.796296,2.131687,5.736446,-0.085352,-0.098951,0.07592,0.196955,0.527862,1.33978,0.223124,0.191064,-0.098951,-0.105037,-0.124076,0.69333,1.466509,1.271927,3.242168,1.875099,2.640089,0.333333,0.666667,0.666667
2024-02-01,A_Value,0.052975,0.055027,0.050571,-0.002405,0.256579,0.153689,0.205134,456.0,488.0,0.027235,5.879098,2.129098,6.040335,0.052975,-0.000161,0.06644,0.257685,0.603114,1.179948,0.22521,0.181501,-0.098951,-0.098951,-0.124076,0.909149,1.398139,1.680571,2.929928,2.604177,2.390689,0.666667,0.666667,0.666667
2024-03-01,A_Value,0.101362,0.103161,-0.033474,-0.134836,0.223982,0.135802,0.179892,442.0,486.0,-0.062074,5.740741,2.158436,6.652596,0.101362,0.060724,0.07526,0.422468,0.545593,1.265377,0.231918,0.185905,-0.098951,-0.098951,-0.124076,1.429628,1.435294,2.690742,3.072745,4.26948,2.525454,0.666667,0.666667,0.75
2024-04-01,A_Value,0.029079,0.037141,0.051994,0.022915,1.0,0.6125,0.80625,379.0,480.0,0.034879,5.302083,3.566667,6.846047,0.029079,0.19343,0.075339,0.592743,0.433666,1.20089,0.197008,0.184777,-0.085352,-0.098951,-0.124076,2.229738,1.382446,4.342738,2.93906,5.990289,2.424046,1.0,0.666667,0.833333
2024-05-01,A_Value,-0.004866,-0.002697,-0.052639,-0.047774,0.209476,0.224319,0.216897,401.0,477.0,-0.023847,5.360587,3.752621,6.812735,-0.004866,0.127874,0.127693,0.489014,0.4831,1.23046,0.200189,0.183914,-0.085352,-0.098951,-0.124076,1.845939,1.40266,3.679656,2.974626,4.941995,2.470788,0.666667,0.666667,0.75
2024-06-01,A_Value,0.014789,0.019772,0.073275,0.058486,0.401985,0.594538,0.498261,403.0,476.0,0.067738,5.428571,3.105042,6.91349,0.014789,0.039217,0.102322,0.419056,0.535203,1.228374,0.198374,0.18393,-0.004866,-0.098951,-0.124076,1.61135,1.392935,3.181313,2.955243,4.234996,2.467504,0.666667,0.666667,0.75
2024-07-01,A_Value,0.031321,0.03338,-0.026646,-0.057968,0.21374,0.197895,0.205818,393.0,475.0,-0.014773,5.408421,2.673684,7.13003,0.031321,0.041481,0.242935,0.337299,0.704642,1.30032,0.186071,0.183381,-0.004866,-0.098951,-0.124076,1.379,1.446733,2.554501,3.060278,3.408758,2.579599,0.666667,0.833333,0.75
2024-08-01,A_Value,0.045343,0.047237,0.032369,-0.012974,0.187192,0.191489,0.189341,406.0,470.0,0.013851,5.53617,2.714894,7.453329,0.045343,0.094029,0.233926,0.315908,0.780764,1.395687,0.183189,0.18332,-0.004866,-0.098951,-0.124076,1.306587,1.513797,2.382591,3.2015,3.192586,2.724639,1.0,0.833333,0.75
2024-09-01,A_Value,-0.008241,-0.006376,-0.02278,-0.014539,0.161446,0.211538,0.186492,415.0,468.0,-0.013784,5.564103,2.792735,7.391905,-0.008241,0.0692,0.111131,0.194755,0.680551,1.321567,0.169624,0.184375,-0.008241,-0.098951,-0.124076,0.821236,1.440218,1.399305,3.074985,1.968205,2.612255,0.666667,0.666667,0.666667
2024-10-01,A_Value,0.054101,0.055806,0.087228,0.033127,0.13555,0.205567,0.170559,391.0,467.0,0.072423,5.479657,2.873662,7.791814,0.054101,0.092816,0.138148,0.223895,0.709015,1.359452,0.173528,0.185015,-0.008241,-0.085352,-0.124076,0.951174,1.459641,1.659275,3.125121,2.623211,2.669992,0.666667,0.666667,0.666667
2024-11-01,A_Value,0.020251,0.022242,-0.044373,-0.064624,0.189655,0.208602,0.199129,406.0,465.0,-0.052352,5.516129,2.827957,7.949602,0.020251,0.066584,0.166874,0.315875,0.698371,1.253838,0.156303,0.183296,-0.008241,-0.085352,-0.124076,1.513948,1.381079,2.654437,2.925705,3.700866,2.507451,0.666667,0.833333,0.75
2006-01-01,B_ValueQuality,-0.001581,0.008419,-0.001093,0.000488,1.0,1.0,1.0,295.0,500.0,0.004223,4.918,3.408,0.998419,-0.001581,-0.001581,,,,,,,,,,,,,,,,0.0,,
2006-02-01,B_ValueQuality,0.002063,0.007981,0.041715,0.039652,0.689295,0.494382,0.591839,383.0,623.0,0.039939,5.561243,3.020867,1.000478,0.002063,0.000478,,,,,,,,,,,,,,,,0.5,,
2006-03-01,B_ValueQuality,0.02826,0.031394,0.02141,-0.00685,0.388991,0.237856,0.313423,545.0,597.0,0.008523,6.24127,2.917923,1.028752,0.02826,0.028752,0.028752,,,,,,0.0,,,,,,,,,0.666667,0.666667,
2006-04-01,B_ValueQuality,0.031436,0.034797,-0.040649,-0.072085,0.32,0.352132,0.336066,575.0,727.0,-0.046373,6.151248,2.991747,1.061092,0.031436,0.062772,0.061092,,,,,,0.0,,,,,,,,,1.0,0.75,
2006-05-01,B_ValueQuality,0.025692,0.02826,0.000546,-0.025146,0.35337,0.160121,0.256745,549.0,662.0,-0.00822,5.828854,3.18429,1.088354,0.025692,0.087833,0.088354,,,,,,0.0,,,,,,,,,1.0,0.8,
2006-06-01,B_ValueQuality,0.017118,0.022699,-0.024029,-0.041147,0.475728,0.640511,0.55812,206.0,548.0,-0.025115,3.814941,4.257299,1.106984,0.017118,0.076046,0.106984,0.106984,,,0.048472,,0.0,0.0,,3.361305,,22.815722,,,,1.0,0.833333,0.833333
2006-07-01,B_ValueQuality,-0.010188,-0.007126,0.022566,0.032754,0.260116,0.352339,0.306227,173.0,684.0,0.024431,3.590525,4.453216,1.095706,-0.010188,0.032621,0.097442,0.095706,,,0.056926,,-0.010188,-0.010188,,2.003737,,6.195858,,16.649195,,0.666667,0.833333,0.714286
2006-08-01,B_ValueQuality,0.026464,0.033116,0.012661,-0.013804,0.845109,0.485232,0.66517,368.0,711.0,0.009719,5.699275,3.459916,1.124703,0.026464,0.033398,0.124165,0.124703,,,0.055129,,-0.010188,-0.010188,,2.424098,,7.65165,,18.920861,,0.666667,0.833333,0.75
2006-09-01,B_ValueQuality,-0.002347,0.001907,0.048492,0.050839,0.638677,0.212164,0.42542,393.0,707.0,0.046735,5.650823,3.465347,1.122063,-0.002347,0.013622,0.090704,0.122063,,,0.055284,,-0.010188,-0.010188,,1.986766,,6.500033,,16.290983,,0.333333,0.666667,0.666667
2006-10-01,B_ValueQuality,-0.017319,-0.012816,0.019349,0.036669,0.515695,0.384886,0.45029,446.0,569.0,0.028065,5.85042,2.919156,1.10263,-0.017319,0.006319,0.039146,0.10263,,,0.0618,,-0.019626,-0.019626,,1.178622,,2.837185,,6.337928,,0.333333,0.5,0.6
2006-11-01,B_ValueQuality,0.023365,0.028106,0.023029,-0.000336,0.494253,0.453936,0.474095,435.0,597.0,0.013583,5.814114,3.01675,1.128393,0.023365,0.003281,0.036789,0.128393,,,0.060277,,-0.019626,-0.019626,,1.447184,,3.502342,,7.176902,,0.333333,0.5,0.636364
2006-12-01,B_ValueQuality,0.012332,0.013471,0.02966,0.017329,0.157658,0.070117,0.113887,444.0,599.0,0.02161,5.815,2.996661,1.142308,0.012332,0.018042,0.03191,0.142308,0.142308,,0.057483,,-0.019626,-0.019626,,1.536219,,3.655899,,7.251065,,0.666667,0.5,0.666667
2007-01-01,B_ValueQuality,0.012787,0.016508,0.006779,-0.006007,0.483871,0.260388,0.372129,496.0,722.0,-0.00041,5.945161,3.245152,1.156914,0.012787,0.049232,0.055862,0.158747,0.156914,,0.055747,,-0.019626,-0.019626,,1.822384,,4.163461,,8.088683,,1.0,0.666667,0.75
2007-02-01,B_ValueQuality,0.014611,0.018742,0.014753,0.000142,0.537585,0.288676,0.413131,439.0,627.0,0.006253,5.572831,3.232855,1.173818,0.014611,0.040257,0.043669,0.173257,0.173818,,0.054592,,-0.017319,-0.019626,,2.078024,,4.628344,,8.828023,,1.0,0.666667,0.75
2007-03-01,B_ValueQuality,0.000965,0.002658,0.029726,0.028761,0.157895,0.180818,0.169356,399.0,636.0,0.024665,5.737132,2.996855,1.17495,0.000965,0.028576,0.047134,0.142113,0.17495,,0.05336,,0.0,-0.019626,,1.606471,,3.536233,,7.241135,,1.0,0.833333,0.75
2007-04-01,B_ValueQuality,0.027251,0.030207,0.035355,0.008103,0.318907,0.272315,0.295611,439.0,661.0,0.026484,5.770658,2.983359,1.206969,0.027251,0.043266,0.094628,0.137479,0.206969,,0.051773,,0.0,-0.019626,,1.569124,,3.331046,,7.005003,,1.0,1.0,0.75
2007-05-01,B_ValueQuality,0.018196,0.02129,0.00297,-0.015226,0.404612,0.214085,0.309348,477.0,710.0,-0.00781,5.72973,3.352113,1.228932,0.018196,0.046953,0.089099,0.129166,0.228932,,0.049946,,0.0,-0.019626,,1.47855,,3.030752,,6.581437,,1.0,1.0,0.75
2007-06-01,B_ValueQuality,0.016656,0.022861,-0.033319,-0.049975,0.585366,0.655684,0.620525,123.0,607.0,-0.047662,3.419355,4.222405,1.249401,0.016656,0.063365,0.093751,0.128653,0.249401,0.249401,0.049879,0.049362,0.0,-0.019626,-0.019626,1.471295,2.079744,3.011728,5.014306,6.555291,8.153888,1.0,1.0,0.75
