date,strategy,period,ls_ret,ls_ret_gross,ls_ret_pre_capeff,long_ret,short_pnl,long_turnover,short_turnover,avg_turnover,n_long,n_short,mkt_ret,tc_cost_monthly,borrow_cost_monthly,rebate_monthly,net_financing_monthly,rf_rate,avg_fscore_long,avg_fscore_short,nav,ret_1m,ret_3m,ret_6m,ret_12m,ret_24m,ret_36m,vol_12m,vol_36m,max_dd_6m,max_dd_12m,max_dd_36m,sharpe_12m,sharpe_36m,sortino_12m,sortino_36m,calmar_12m,calmar_36m,hit_rate_3m,hit_rate_6m,hit_rate_12m
1962-11-01,A_Value,in_sample,0.002556,0.006086,0.003834,-0.018341,0.022175,0.189189,0.011259,0.100224,37,1954,-0.023368,0.001002,0.00125,0.0,-0.00125,0.0,0.972973,0.014841,0.955425,0.002556,0.024474,-0.005907,-0.044575,,,0.037541,,-0.027238,-0.067415,,-1.305212,,-1.817625,,-0.719831,,1.0,0.5,0.454545
1962-12-01,A_Value,in_sample,-0.008379,-0.010513,-0.012569,0.07288,-0.085448,0.153846,0.007194,0.08052,39,1946,0.083956,0.000805,0.00125,0.0,-0.00125,0.0,1.025641,0.014388,0.947419,-0.008379,-0.000928,-0.011782,-0.052581,-0.052581,,0.036051,,-0.010644,-0.067415,,-1.478324,,-2.066783,,-0.779953,,0.666667,0.5,0.416667
1963-01-01,A_Value,in_sample,-0.013691,-0.0168,-0.020536,-0.032827,0.01229,0.483871,0.013465,0.248668,62,1931,-0.01413,0.002487,0.00125,0.0,-0.00125,0.0,1.258065,0.0145,0.934448,-0.013691,-0.019455,-0.008684,-0.065567,-0.065552,,0.0368,,-0.021955,-0.047411,,-1.820724,,-2.610519,,-1.382967,,0.333333,0.5,0.333333
1963-02-01,A_Value,in_sample,0.001924,0.00537,0.002886,0.01569,-0.012804,0.236842,0.009906,0.123374,76,1918,0.011709,0.001234,0.00125,0.0,-0.00125,0.0,1.25,0.01147,0.936246,0.001924,-0.020073,0.003909,-0.043687,-0.063754,,0.033297,,-0.021955,-0.042294,,-1.323804,,-1.997724,,-1.03294,,0.333333,0.666667,0.416667
1963-03-01,A_Value,in_sample,0.011365,0.018933,0.017047,0.044674,-0.027627,0.120482,0.006799,0.063641,83,1912,0.027131,0.000636,0.00125,0.0,-0.00125,0.0,1.289157,0.012029,0.946886,0.011365,-0.000563,-0.00149,-0.027623,-0.053114,,0.036427,,-0.021955,-0.029655,,-0.751381,,-1.198498,,-0.931492,,0.666667,0.666667,0.5
1963-04-01,A_Value,in_sample,0.000281,0.002799,0.000421,0.033466,-0.033045,0.215686,0.009969,0.112827,102,1906,0.031887,0.001128,0.00125,0.0,-0.00125,0.0,1.323529,0.011542,0.947152,0.000281,0.013595,-0.006125,-0.014382,-0.052848,,0.034477,,-0.021955,-0.029655,,-0.404119,,-0.640784,,-0.484982,,1.0,0.666667,0.583333
1963-05-01,A_Value,in_sample,-0.00567,-0.006522,-0.008506,-0.017623,0.009117,0.136752,0.010042,0.073397,117,1892,-0.010797,0.000734,0.00125,0.0,-0.00125,0.0,1.282051,0.012685,0.941781,-0.00567,0.005912,-0.01428,-0.020103,-0.058219,,0.034726,,-0.013691,-0.027238,,-0.568368,,-0.929052,,-0.73802,,0.666667,0.5,0.5
1963-06-01,A_Value,in_sample,-0.002765,-0.00253,-0.004148,-0.010753,0.006605,0.064516,0.008999,0.036758,124,1889,-0.008056,0.000368,0.00125,0.0,-0.00125,0.0,1.266129,0.014293,0.939177,-0.002765,-0.008142,-0.0087,-0.020379,-0.060823,-0.060823,0.034735,0.03335,-0.00842,-0.021955,-0.067415,-0.57633,-1.236412,-0.943706,-1.750164,-0.928206,-0.607747,0.333333,0.5,0.5
1963-07-01,A_Value,in_sample,0.014849,0.024689,0.022274,0.057724,-0.03545,0.706806,0.024482,0.365644,191,1593,0.040926,0.003656,0.00125,0.002492,0.001242,0.0027,1.146597,0.080352,0.953123,0.014849,0.006304,0.019985,0.011127,-0.046877,-0.046877,0.034123,0.035519,-0.00842,-0.021955,-0.067415,0.269695,-0.90473,0.519127,-1.346241,0.506817,-0.443043,0.333333,0.666667,0.583333
1963-08-01,A_Value,in_sample,-0.009289,-0.014828,-0.013934,-0.024462,0.010528,0.020725,0.008799,0.014762,193,1591,-0.011984,0.000148,0.00125,0.002292,0.001042,0.0025,1.196891,0.086109,0.944269,-0.009289,0.002642,0.008569,0.012512,-0.055731,-0.055731,0.033643,0.034973,-0.009289,-0.021955,-0.067415,0.231865,-1.069091,0.438187,-1.586702,0.569887,-0.501686,0.333333,0.5,0.583333
1963-09-01,A_Value,in_sample,0.007671,0.010406,0.011506,0.020818,-0.009311,0.020725,0.007566,0.014146,193,1586,0.012243,0.000141,0.00125,0.002492,0.001242,0.0027,1.233161,0.08512,0.951513,0.007671,0.013135,0.004886,0.003388,-0.048487,-0.048487,0.030015,0.034997,-0.009289,-0.021955,-0.067415,-0.141493,-0.944867,-0.231805,-1.400973,0.154329,-0.415364,0.666667,0.5,0.583333
1963-10-01,A_Value,in_sample,0.007851,0.010466,0.011777,-0.007281,0.019058,0.015464,0.010726,0.013095,194,1585,-0.015586,0.000131,0.00125,0.002692,0.001442,0.0029,1.319588,0.086435,0.958983,0.007851,0.006148,0.012491,0.00629,-0.041017,-0.041017,0.030638,0.034969,-0.009289,-0.021955,-0.067415,-0.141286,-0.831415,-0.231475,-1.231645,0.286477,-0.335023,0.666667,0.5,0.583333
1963-11-01,A_Value,in_sample,0.017451,0.025088,0.026177,0.01621,0.009967,0.020305,0.010185,0.015245,197,1571,-0.004236,0.000152,0.00125,0.002492,0.001242,0.0027,1.370558,0.089752,0.975719,0.017451,0.033306,0.036035,0.021241,-0.024281,-0.024281,0.035007,0.036901,-0.009289,-0.013691,-0.067415,0.247851,-0.544398,0.457319,-0.849502,1.551444,-0.189021,1.0,0.666667,0.583333
1963-12-01,A_Value,in_sample,-0.005954,-0.010258,-0.008931,0.02087,-0.029801,0.010152,0.012755,0.011454,197,1568,0.028656,0.000115,0.00125,0.002692,0.001442,0.0029,1.380711,0.091199,0.96991,-0.005954,0.019334,0.032723,0.023738,-0.03009,-0.03009,0.034314,0.036258,-0.009289,-0.009289,-0.067415,0.232277,-0.654529,0.426945,-1.024239,2.555486,-0.224877,0.666667,0.666667,0.583333
1964-01-01,A_Value,in_sample,-0.000511,0.001316,-0.000767,0.023148,-0.023914,0.633663,0.091193,0.362428,202,1601,0.0249,0.003624,0.00125,0.002792,0.001542,0.003,1.341584,0.100562,0.969414,-0.000511,0.010877,0.017092,0.037418,-0.030602,-0.030586,0.029999,0.035498,-0.006462,-0.009289,-0.067415,0.606233,-0.690838,1.266913,-1.080389,4.028164,-0.219534,0.333333,0.5,0.583333
1964-02-01,A_Value,in_sample,0.008947,0.013024,0.01342,0.034321,-0.020901,0.127451,0.021685,0.074568,204,1614,0.024534,0.000746,0.00125,0.002392,0.001142,0.0026,1.303922,0.097893,0.978087,0.008947,0.002427,0.035813,0.04469,-0.000949,-0.021913,0.030516,0.035457,-0.006462,-0.009289,-0.067415,0.746599,-0.582254,1.581646,-0.912203,4.810934,-0.150917,0.333333,0.666667,0.583333
1964-03-01,A_Value,in_sample,-0.000338,-0.001506,-0.000506,-0.002442,0.001935,0.107317,0.021001,0.064159,205,1619,-0.001492,0.000642,0.00125,0.002892,0.001642,0.0031,1.307317,0.092032,0.977757,-0.000338,0.008091,0.027581,0.032602,0.004078,-0.022243,0.029531,0.034769,-0.006462,-0.009289,-0.067415,0.262756,-0.617281,0.540067,-0.966853,3.509674,-0.147559,0.333333,0.5,0.5
1964-04-01,A_Value,in_sample,0.011991,0.017253,0.017987,0.022109,-0.004123,0.121951,0.019656,0.070804,205,1628,0.007712,0.000708,0.00125,0.002692,0.001442,0.0029,1.331707,0.105037,0.989481,0.011991,0.0207,0.031802,0.044691,0.029666,-0.010519,0.030776,0.03513,-0.006462,-0.009289,-0.067415,0.550626,-0.476384,1.181116,-0.755191,4.811073,-0.067072,0.666667,0.5,0.5
1964-05-01,A_Value,in_sample,0.011477,0.016722,0.017216,0.023072,-0.005856,0.112195,0.017359,0.064777,205,1613,0.010468,0.000648,0.00125,0.002392,0.001142,0.0026,1.44878,0.091135,1.000838,0.011477,0.02326,0.025744,0.062707,0.041344,0.000838,0.029852,0.035322,-0.000511,-0.009289,-0.067415,1.050919,-0.349659,2.244673,-0.559695,6.750531,0.00514,0.666667,0.5,0.583333
1964-06-01,A_Value,in_sample,-0.003558,-0.00652,-0.005337,0.02394,-0.029278,0.058252,0.013597,0.035925,206,1618,0.029298,0.000359,0.00125,0.002792,0.001542,0.003,1.461165,0.091471,0.997276,-0.003558,0.019964,0.028216,0.061862,0.040222,-0.002724,0.03009,0.034784,-0.003558,-0.009289,-0.067415,0.891524,-0.421269,1.887779,-0.676695,6.659564,-0.016174,0.666667,0.5,0.583333
1964-07-01,A_Value,in_sample,-0.002181,-0.002312,-0.003271,-0.011603,0.008332,0.458937,0.041121,0.250029,207,1605,-0.00709,0.0025,0.00125,0.002792,0.001542,0.003,2.637681,0.18567,0.995102,-0.002181,0.00568,0.026498,0.044043,0.055661,-0.004898,0.028832,0.034225,-0.005731,-0.006462,-0.067415,0.332763,-0.474864,0.684544,-0.764849,6.815945,-0.028169,0.333333,0.5,0.5
1964-08-01,A_Value,in_sample,0.001039,0.000825,0.001559,0.03597,-0.034411,0.100962,0.020599,0.06078,208,1602,0.035637,0.000608,0.00125,0.002592,0.001342,0.0028,2.615385,0.167915,0.996136,0.001039,-0.004698,0.018453,0.054928,0.068127,-0.003864,0.025433,0.033676,-0.005731,-0.006462,-0.067415,0.762051,-0.48817,1.848815,-0.783562,8.50038,-0.021521,0.333333,0.5,0.583333
1964-09-01,A_Value,in_sample,4e-06,-0.000976,6e-06,0.016387,-0.016381,0.057692,0.014312,0.036002,208,1607,0.017398,0.00036,0.00125,0.002592,0.001342,0.0028,2.634615,0.17486,0.996139,4e-06,-0.00114,0.018801,0.046901,0.050448,-0.003861,0.025542,0.033146,-0.005731,-0.006462,-0.067415,0.460046,-0.512915,1.156036,-0.822612,7.25819,-0.020849,0.666667,0.666667,0.583333
1964-10-01,A_Value,in_sample,0.002526,0.002856,0.003789,0.000501,0.003288,0.08134,0.020433,0.050887,209,1615,-0.001095,0.000509,0.00125,0.002692,0.001442,0.0029,2.641148,0.167802,0.998656,0.002526,0.003572,0.009272,0.041369,0.047919,-0.001344,0.025185,0.032676,-0.005731,-0.006462,-0.067415,0.257916,-0.509698,0.645777,-0.81159,6.402148,-0.007041,1.0,0.666667,0.583333
1964-11-01,A_Value,in_sample,0.007531,0.01032,0.011296,-0.003752,0.015049,0.08134,0.011794,0.046567,209,1611,-0.011349,0.000466,0.00125,0.002692,0.001442,0.0029,2.645933,0.166977,1.006176,0.007531,0.010079,0.005334,0.031215,0.053119,0.006176,0.020706,0.032493,-0.002181,-0.005731,-0.067415,-0.16767,-0.447955,-0.345404,-0.711978,5.446621,0.031347,1.0,0.666667,0.583333
1964-12-01,A_Value,in_sample,-0.003988,-0.007449,-0.005982,0.063987,-0.069969,0.028708,0.006238,0.017473,209,1603,0.068988,0.000175,0.00125,0.002892,0.001642,0.0031,2.641148,0.157205,1.002164,-0.003988,0.006048,0.004901,0.033255,0.057783,0.002164,0.0199,0.032117,-0.003988,-0.005731,-0.067415,-0.086691,-0.516235,-0.192483,-0.822399,5.802478,0.010691,0.666667,0.666667,0.583333
1965-01-01,A_Value,in_sample,-0.003458,-0.003617,-0.005187,0.024078,-0.029265,0.555024,0.027415,0.29122,209,1532,0.030201,0.002912,0.00125,0.002592,0.001342,0.0028,2.77512,0.058094,0.998698,-0.003458,4.2e-05,0.003614,0.030208,0.068757,-0.001319,0.020631,0.032183,-0.007432,-0.007432,-0.047411,-0.21484,-0.582241,-0.457852,-0.937526,4.06446,-0.009275,0.333333,0.666667,0.583333
1965-02-01,A_Value,in_sample,-0.008958,-0.011192,-0.013437,0.004831,-0.018267,0.719048,0.038188,0.378618,210,1545,0.01383,0.003786,0.00125,0.002792,0.001542,0.003,2.447619,0.078964,0.989752,-0.008958,-0.016324,-0.006409,0.011926,0.057149,0.010966,0.022234,0.030176,-0.016324,-0.016324,-0.042294,-1.013255,-0.510158,-1.764212,-0.876076,0.730612,0.08611,0.0,0.5,0.5
1965-03-01,A_Value,in_sample,0.009491,0.012431,0.014237,0.051501,-0.037264,0.052381,0.014858,0.033619,210,1548,0.039584,0.000336,0.00125,0.003392,0.002142,0.0036,2.471429,0.073643,0.999146,0.009491,-0.003012,0.003018,0.021876,0.055191,0.026043,0.023709,0.030433,-0.016324,-0.016324,-0.029655,-0.568458,-0.37952,-1.00053,-0.65007,1.340116,0.290231,0.333333,0.5,0.583333
1965-04-01,A_Value,in_sample,0.00748,0.010046,0.01122,0.00103,0.01019,0.080569,0.012903,0.046736,211,1550,-0.007189,0.000467,0.00125,0.002892,0.001642,0.0031,2.445498,0.079355,1.006619,0.00748,0.007932,0.007974,0.01732,0.062785,0.0475,0.021964,0.029518,-0.016324,-0.016324,-0.029655,-0.830623,-0.185282,-1.350106,-0.323188,1.061061,0.525689,0.666667,0.5,0.583333
1965-05-01,A_Value,in_sample,0.005665,0.007379,0.008497,-0.080307,0.088804,0.090047,0.01481,0.052429,211,1553,-0.083019,0.000524,0.00125,0.002892,0.001642,0.0031,2.450237,0.081133,1.012321,0.005665,0.022803,0.006107,0.011474,0.074901,0.053293,0.019724,0.029614,-0.012385,-0.016324,-0.027238,-1.262968,-0.156673,-1.818508,-0.273773,0.702923,0.640918,1.0,0.5,0.583333
1965-06-01,A_Value,in_sample,0.005996,0.007323,0.008993,0.036197,-0.027203,0.061321,0.012862,0.037091,212,1555,0.02855,0.000371,0.00125,0.003292,0.002042,0.0035,2.410377,0.079743,1.018391,0.005996,0.019262,0.016192,0.021172,0.084344,0.062246,0.019647,0.029629,-0.008958,-0.016324,-0.021955,-0.804152,-0.098666,-1.149167,-0.171261,1.297031,0.926089,1.0,0.666667,0.666667
1965-07-01,A_Value,in_sample,0.004415,0.009027,0.006622,0.044397,-0.037775,0.765258,0.043919,0.404589,213,1480,0.041545,0.004046,0.00125,0.002892,0.001642,0.0031,2.751174,0.072973,1.022887,0.004415,0.016161,0.02422,0.027922,0.073195,0.085137,0.019307,0.027549,0.0,-0.016324,-0.021955,-0.474565,0.118834,-0.66315,0.21866,1.710531,1.25754,1.0,0.833333,0.75
1965-08-01,A_Value,in_sample,0.007936,0.018489,0.011904,0.043867,-0.031963,0.793427,0.892019,0.842723,213,213,0.02701,0.008427,0.00125,0.003092,0.001842,0.0033,2.178404,2.507042,1.031004,0.007936,0.018456,0.04168,0.035004,0.091854,0.105515,0.02003,0.026628,0.0,-0.016324,-0.021955,-0.130876,0.315966,-0.186578,0.591197,2.144369,1.548721,1.0,1.0,0.75
1965-09-01,A_Value,in_sample,-0.023551,-0.028122,-0.035326,0.02952,-0.064846,0.784038,0.985225,0.884631,213,1489,0.055734,0.008846,0.00125,0.002892,0.001642,0.0031,2.765258,0.083949,1.006723,-0.023551,-0.011457,0.007584,0.010625,0.058024,0.061609,0.033229,0.029404,-0.023551,-0.023551,-0.023551,-0.801389,-0.214182,-0.946108,-0.316915,0.451142,0.854677,0.666667,0.833333,0.666667
1965-10-01,A_Value,in_sample,-0.015093,-0.024074,-0.02264,0.025252,-0.047891,0.028169,0.013414,0.020791,213,1491,0.04321,0.000208,0.00125,0.002892,0.001642,0.0031,2.765258,0.088531,0.991529,-0.015093,-0.030657,-0.014992,-0.007137,0.033937,0.04044,0.036783,0.030884,-0.038289,-0.038289,-0.038289,-1.211569,-0.456266,-1.441187,-0.656457,-0.186392,0.347424,0.333333,0.666667,0.583333
1965-11-01,A_Value,in_sample,-0.011944,-0.019748,-0.017916,0.02546,-0.043375,0.028302,0.013569,0.020935,212,1474,0.039915,0.000209,0.00125,0.003292,0.002042,0.0035,2.768868,0.088195,0.979686,-0.011944,-0.049775,-0.032238,-0.026328,0.004066,0.025393,0.037271,0.031778,-0.049775,-0.049775,-0.049775,-1.73636,-0.632241,-2.050496,-0.903205,-0.528932,0.168631,0.0,0.5,0.5
1965-12-01,A_Value,in_sample,-0.036371,-0.05626,-0.054556,0.016758,-0.071315,0.018868,0.008814,0.013841,212,1475,0.060052,0.000138,0.00125,0.003092,0.001842,0.0033,2.778302,0.088136,0.944054,-0.036371,-0.062251,-0.072995,-0.057984,-0.026658,-0.003552,0.05066,0.038026,-0.084336,-0.084336,-0.084336,-1.916401,-0.793431,-2.144136,-1.013327,-0.687543,-0.014057,0.0,0.333333,0.5
1966-01-01,A_Value,in_sample,0.074455,0.118831,0.111683,0.087083,0.0246,0.916667,0.981308,0.948988,24,214,0.027339,0.00949,0.00125,0.003592,0.002342,0.0038,1.333333,2.696262,1.014344,0.074455,0.02301,-0.008352,0.015666,0.046347,0.0855,0.094214,0.056664,-0.084336,-0.084336,-0.084336,-0.213262,-0.039464,-0.432873,-0.075093,0.185759,0.328737,0.333333,0.333333,0.583333
1966-02-01,A_Value,in_sample,0.029238,0.042504,0.043857,0.030424,0.013433,0.090909,0.046729,0.068819,22,214,-0.012458,0.000688,0.00125,0.003292,0.002042,0.0035,1.136364,2.654206,1.044001,0.029238,0.065649,0.012606,0.054811,0.067391,0.115093,0.097227,0.05874,-0.062251,-0.084336,-0.084336,0.18321,0.097748,0.377326,0.192404,0.649918,0.438483,0.666667,0.333333,0.666667
1966-03-01,A_Value,in_sample,0.042858,0.062302,0.064287,0.075701,-0.011415,0.043478,0.028037,0.035758,23,214,0.044954,0.000358,0.00125,0.003592,0.002342,0.0038,1.130435,2.663551,1.088745,0.042858,0.153266,0.081474,0.089676,0.113513,0.149816,0.104438,0.062913,-0.04788,-0.084336,-0.084336,0.490289,0.240034,1.083695,0.503474,1.063318,0.564809,1.0,0.5,0.666667
1966-04-01,A_Value,in_sample,-0.062319,-0.094557,-0.093478,-0.134808,0.04133,0.153846,0.018692,0.086269,26,214,-0.086166,0.000863,0.00125,0.003192,0.001942,0.0034,1.230769,2.663551,1.020896,-0.062319,0.006459,0.029618,0.014182,0.031748,0.077858,0.125682,0.07366,-0.062319,-0.084336,-0.084336,-0.153537,-0.09633,-0.263222,-0.154134,0.168166,0.300073,0.666667,0.5,0.583333
1966-05-01,A_Value,in_sample,0.008742,0.010949,0.013113,-0.006331,0.019443,0.076923,0.018692,0.047807,26,214,-0.005523,0.000478,0.00125,0.003892,0.002642,0.0041,1.153846,2.668224,1.02982,0.008742,-0.013584,0.051174,0.017286,0.028958,0.093481,0.125823,0.073595,-0.062319,-0.084336,-0.084336,-0.136838,-0.049425,-0.234767,-0.078798,0.204962,0.35853,0.666667,0.666667,0.583333
1966-06-01,A_Value,in_sample,-0.018179,-0.029517,-0.027268,-0.035853,0.008585,0.0,0.018605,0.009302,25,215,-0.01643,9.3e-05,0.00125,0.003592,0.002342,0.0038,1.2,2.67907,1.011099,-0.018179,-0.071317,0.071019,-0.00716,0.013861,0.07658,0.127306,0.07452,-0.071317,-0.084336,-0.084336,-0.328199,-0.134887,-0.579847,-0.214497,-0.084898,0.295266,0.333333,0.666667,0.5
1966-07-01,A_Value,in_sample,-0.012515,-0.014232,-0.018772,-0.096378,0.077606,0.92093,0.395349,0.65814,215,215,-0.100644,0.006581,0.00125,0.003292,0.002042,0.0035,2.376744,2.553488,0.998446,-0.012515,-0.02199,-0.015673,-0.023894,0.003361,0.047552,0.127792,0.074611,-0.082939,-0.084336,-0.084336,-0.463158,-0.260866,-0.845465,-0.414675,-0.283322,0.185044,0.333333,0.5,0.416667
1966-08-01,A_Value,in_sample,-0.018481,-0.029229,-0.027721,-0.02201,-0.005712,0.12963,0.097222,0.113426,216,216,-0.017208,0.001134,0.00125,0.003892,0.002642,0.0041,2.342593,2.555556,0.979994,-0.018481,-0.048384,-0.06131,-0.049477,-0.016205,0.037833,0.128417,0.075254,-0.099887,-0.099887,-0.099887,-0.673421,-0.306066,-1.279562,-0.483856,-0.495329,0.124692,0.0,0.333333,0.333333
1966-09-01,A_Value,in_sample,-0.057629,-0.085726,-0.086443,-0.02464,-0.061803,0.347518,0.304147,0.325833,141,217,-0.013946,0.003258,0.00125,0.003792,0.002542,0.004,1.77305,2.635945,0.923518,-0.057629,-0.08662,-0.151759,-0.08265,-0.072903,-0.029421,0.138332,0.082446,-0.103224,-0.151759,-0.151759,-0.877006,-0.547598,-1.519871,-0.799928,-0.544611,-0.065267,0.0,0.166667,0.333333
1966-10-01,A_Value,in_sample,0.047177,0.069238,0.070765,0.091371,-0.020607,0.173913,0.129032,0.151473,23,217,0.040628,0.001515,0.00125,0.004292,0.003042,0.0045,1.086957,2.746544,0.967086,0.047177,-0.031408,-0.052708,-0.024651,-0.031612,0.00845,0.147774,0.08683,-0.103224,-0.151759,-0.151759,-0.409041,-0.376434,-0.729485,-0.577435,-0.162436,0.018507,0.333333,0.333333,0.416667
1966-11-01,A_Value,in_sample,-0.009208,-0.007013,-0.013812,0.006136,-0.019948,0.939815,0.928273,0.934044,216,1436,0.016925,0.00934,0.00125,0.003792,0.002542,0.004,2.291667,0.336351,0.958181,-0.009208,-0.022258,-0.069564,-0.021951,-0.0477,-0.017974,0.147583,0.086413,-0.08662,-0.151759,-0.151759,-0.394284,-0.486344,-0.700964,-0.745703,-0.144641,-0.039718,0.333333,0.166667,0.416667
1966-12-01,A_Value,in_sample,0.061485,0.092819,0.092227,0.169598,-0.077371,0.299539,0.327189,0.313364,217,217,0.168153,0.003134,0.00125,0.003792,0.002542,0.004,2.225806,2.589862,1.017095,0.061485,0.101327,0.00593,0.07737,0.014899,0.048649,0.154301,0.093366,-0.075045,-0.151759,-0.151759,0.25405,-0.213164,0.476893,-0.350862,0.509818,0.105168,0.666667,0.333333,0.5
1967-01-01,A_Value,in_sample,0.032435,0.050834,0.048653,0.049991,-0.001338,0.536697,0.46789,0.502294,218,218,0.039188,0.005023,0.00125,0.004092,0.002842,0.0043,1.990826,2.761468,1.050084,0.032435,0.085823,0.051719,0.035235,0.051453,0.083216,0.139293,0.095025,-0.057629,-0.151759,-0.151759,-0.024459,-0.098195,-0.041389,-0.163853,0.232179,0.177932,0.666667,0.5,0.5
1967-02-01,A_Value,in_sample,0.007511,0.011808,0.011266,0.054717,-0.04345,0.288991,0.247706,0.268349,218,218,0.057136,0.002683,0.00125,0.003392,0.002142,0.0036,2.206422,2.701835,1.057972,0.007511,0.104146,0.07957,0.013381,0.068926,0.081674,0.136605,0.094996,-0.009208,-0.151759,-0.151759,-0.185391,-0.106832,-0.307441,-0.178166,0.088176,0.174721,1.0,0.666667,0.5
1967-03-01,A_Value,in_sample,0.009439,0.014813,0.014158,0.048462,-0.034303,0.266055,0.353211,0.309633,218,218,0.041202,0.003096,0.00125,0.003692,0.002442,0.0039,2.201835,2.610092,1.067958,0.009439,0.050008,0.156402,-0.019093,0.068871,0.092253,0.12956,0.095062,-0.009208,-0.103224,-0.151759,-0.455601,-0.075157,-0.716005,-0.125058,-0.184966,0.1967,1.0,0.833333,0.5
1967-04-01,A_Value,in_sample,0.012868,0.021398,0.019301,-0.014508,0.033809,0.35023,0.417431,0.383831,217,218,-0.008724,0.003838,0.00125,0.002992,0.001742,0.0032,2.124424,2.761468,1.0817,0.012868,0.030107,0.118514,0.059559,0.074586,0.093199,0.111237,0.095092,0.0,-0.103224,-0.151759,0.150064,-0.073111,0.2622,-0.12168,0.576992,0.198658,1.0,0.833333,0.583333
1967-05-01,A_Value,in_sample,0.033236,0.049926,0.049854,0.082703,-0.032848,0.212963,0.169725,0.191344,216,218,0.08096,0.001913,0.00125,0.003092,0.001842,0.0033,2.037037,2.715596,1.117651,0.033236,0.056409,0.16643,0.085288,0.104048,0.116716,0.114705,0.096587,0.0,-0.08662,-0.151759,0.366119,0.001017,0.660663,0.001719,0.984623,0.246989,1.0,1.0,0.583333
